,org_index,chapter,sents
6977,51,CHAPTER LI.,"“I shall have a good audience, at any rate."
6978,51,CHAPTER LI.,"I like this, now—this kind of public made up of one’s own neighbors, you know.”  The weavers and tanners of Middlemarch, unlike Mr. Mawmsey, had never thought of Mr. Brooke as a neighbor, and were not more attached to him than if he had been sent in a box from London."
6979,51,CHAPTER LI.,"But they listened without much disturbance to the speakers who introduced the candidate, one of them—a political personage from Brassing, who came to tell Middlemarch its duty—spoke so fully, that it was alarming to think what the candidate could find to say after him."
6980,51,CHAPTER LI.,"Meanwhile the crowd became denser, and as the political personage neared the end of his speech, Mr. Brooke felt a remarkable change in his sensations while he still handled his eye-glass, trifled with documents before him, and exchanged remarks with his committee, as a man to whom the moment of summons was indifferent."
6981,51,CHAPTER LI.,"“I’ll take another glass of sherry, Ladislaw,” he said, with an easy air, to Will, who was close behind him, and presently handed him the supposed fortifier."
6982,51,CHAPTER LI.,"It was ill-chosen; for Mr. Brooke was an abstemious man, and to drink a second glass of sherry quickly at no great interval from the first was a surprise to his system which tended to scatter his energies instead of collecting them."
6983,51,CHAPTER LI.,Pray pity him: so many English gentlemen make themselves miserable by speechifying on entirely private grounds!
6984,51,CHAPTER LI.,"whereas Mr. Brooke wished to serve his country by standing for Parliament—which, indeed, may also be done on private grounds, but being once undertaken does absolutely demand some speechifying."
6985,51,CHAPTER LI.,"It was not about the beginning of his speech that Mr. Brooke was at all anxious; this, he felt sure, would be all right; he should have it quite pat, cut out as neatly as a set of couplets from Pope."
6986,51,CHAPTER LI.,"Embarking would be easy, but the vision of open sea that might come after was alarming."
6987,51,CHAPTER LI.,"“And questions, now,” hinted the demon just waking up in his stomach, “somebody may put questions about the schedules.—Ladislaw,” he continued, aloud, “just hand me the memorandum of the schedules.”  When Mr. Brooke presented himself on the balcony, the cheers were quite loud enough to counterbalance the yells, groans, brayings, and other expressions of adverse theory, which were so moderate that Mr. Standish (decidedly an old bird) observed in the ear next to him, “This looks dangerous, by God!"
6988,51,CHAPTER LI.,"Hawley has got some deeper plan than this.” Still, the cheers were exhilarating, and no candidate could look more amiable than Mr. Brooke, with the memorandum in his breast-pocket, his left hand on the rail of the balcony, and his right trifling with his eye-glass."
6989,51,CHAPTER LI.,"The striking points in his appearance were his buff waistcoat, short-clipped blond hair, and neutral physiognomy."
6990,51,CHAPTER LI.,He began with some confidence.
6991,51,CHAPTER LI.,“Gentlemen—Electors of Middlemarch!”  This was so much the right thing that a little pause after it seemed natural.
6992,51,CHAPTER LI.,"“I’m uncommonly glad to be here—I was never so proud and happy in my life—never so happy, you know.”  This was a bold figure of speech, but not exactly the right thing; for, unhappily, the pat opening had slipped away—even couplets from Pope may be but “fallings from us, vanishings,” when fear clutches us, and a glass of sherry is hurrying like smoke among our ideas."
6993,51,CHAPTER LI.,"Ladislaw, who stood at the window behind the speaker, thought, “it’s all up now."
6994,51,CHAPTER LI.,"The only chance is that, since the best thing won’t always do, floundering may answer for once.” Mr. Brooke, meanwhile, having lost other clews, fell back on himself and his qualifications—always an appropriate graceful subject for a candidate."
6995,51,CHAPTER LI.,"“I am a close neighbor of yours, my good friends—you’ve known me on the bench a good while—I’ve always gone a good deal into public questions—machinery, now, and machine-breaking—you’re many of you concerned with machinery, and I’ve been going into that lately."
6996,51,CHAPTER LI.,"It won’t do, you know, breaking machines: everything must go on—trade, manufactures, commerce, interchange of staples—that kind of thing—since Adam Smith, that must go on."
6997,51,CHAPTER LI.,"We must look all over the globe:—‘Observation with extensive view,’ must look everywhere, ‘from China to Peru,’ as somebody says—Johnson, I think, ‘The Rambler,’ you know."
6998,51,CHAPTER LI.,That is what I have done up to a certain point—not as far as Peru; but I’ve not always stayed at home—I saw it wouldn’t do.
6999,51,CHAPTER LI.,"I’ve been in the Levant, where some of your Middlemarch goods go—and then, again, in the Baltic."
7000,51,CHAPTER LI.,"The Baltic, now.”  Plying among his recollections in this way, Mr. Brooke might have got along, easily to himself, and would have come back from the remotest seas without trouble; but a diabolical procedure had been set up by the enemy."
7001,51,CHAPTER LI.,"At one and the same moment there had risen above the shoulders of the crowd, nearly opposite Mr. Brooke, and within ten yards of him, the effigy of himself: buff-colored waistcoat, eye-glass, and neutral physiognomy, painted on rag; and there had arisen, apparently in the air, like the note of the cuckoo, a parrot-like, Punch-voiced echo of his words."
7002,51,CHAPTER LI.,"Everybody looked up at the open windows in the houses at the opposite angles of the converging streets; but they were either blank, or filled by laughing listeners."
7003,51,CHAPTER LI.,"The most innocent echo has an impish mockery in it when it follows a gravely persistent speaker, and this echo was not at all innocent; if it did not follow with the precision of a natural echo, it had a wicked choice of the words it overtook."
7004,51,CHAPTER LI.,"By the time it said, “The Baltic, now,” the laugh which had been running through the audience became a general shout, and but for the sobering effects of party and that great public cause which the entanglement of things had identified with “Brooke of Tipton,” the laugh might have caught his committee."
7005,51,CHAPTER LI.,"Mr. Bulstrode asked, reprehensively, what the new police was doing; but a voice could not well be collared, and an attack on the effigy of the candidate would have been too equivocal, since Hawley probably meant it to be pelted."
7006,51,CHAPTER LI.,"Mr. Brooke himself was not in a position to be quickly conscious of anything except a general slipping away of ideas within himself: he had even a little singing in the ears, and he was the only person who had not yet taken distinct account of the echo or discerned the image of himself."
7007,51,CHAPTER LI.,Few things hold the perceptions more thoroughly captive than anxiety about what we have got to say.
7008,51,CHAPTER LI.,"Mr. Brooke heard the laughter; but he had expected some Tory efforts at disturbance, and he was at this moment additionally excited by the tickling, stinging sense that his lost exordium was coming back to fetch him from the Baltic."
7009,51,CHAPTER LI.,"“That reminds me,” he went on, thrusting a hand into his side-pocket, with an easy air, “if I wanted a precedent, you know—but we never want a precedent for the right thing—but there is Chatham, now; I can’t say I should have supported Chatham, or Pitt, the younger Pitt—he was not a man of ideas, and we want ideas, you know.”  “Blast your ideas!"
7010,51,CHAPTER LI.,"we want the Bill,” said a loud rough voice from the crowd below."
7011,51,CHAPTER LI.,"Immediately the invisible Punch, who had hitherto followed Mr. Brooke, repeated, “Blast your ideas!"
7012,51,CHAPTER LI.,"we want the Bill.” The laugh was louder than ever, and for the first time Mr. Brooke being himself silent, heard distinctly the mocking echo."
7013,51,CHAPTER LI.,"But it seemed to ridicule his interrupter, and in that light was encouraging; so he replied with amenity—  “There is something in what you say, my good friend, and what do we meet for but to speak our minds—freedom of opinion, freedom of the press, liberty—that kind of thing?"
7014,51,CHAPTER LI.,"The Bill, now—you shall have the Bill”—here Mr. Brooke paused a moment to fix on his eye-glass and take the paper from his breast-pocket, with a sense of being practical and coming to particulars."
7015,51,CHAPTER LI.,"The invisible Punch followed:—  “You shall have the Bill, Mr. Brooke, per electioneering contest, and a seat outside Parliament as delivered, five thousand pounds, seven shillings, and fourpence.”  Mr. Brooke, amid the roars of laughter, turned red, let his eye-glass fall, and looking about him confusedly, saw the image of himself, which had come nearer."
7016,51,CHAPTER LI.,The next moment he saw it dolorously bespattered with eggs.
7017,51,CHAPTER LI.,"His spirit rose a little, and his voice too."
7018,51,CHAPTER LI.,"“Buffoonery, tricks, ridicule the test of truth—all that is very well”—here an unpleasant egg broke on Mr. Brooke’s shoulder, as the echo said, “All that is very well;” then came a hail of eggs, chiefly aimed at the image, but occasionally hitting the original, as if by chance."
7019,51,CHAPTER LI.,"There was a stream of new men pushing among the crowd; whistles, yells, bellowings, and fifes made all the greater hubbub because there was shouting and struggling to put them down."
7020,51,CHAPTER LI.,"No voice would have had wing enough to rise above the uproar, and Mr. Brooke, disagreeably anointed, stood his ground no longer."
7021,51,CHAPTER LI.,"The frustration would have been less exasperating if it had been less gamesome and boyish: a serious assault of which the newspaper reporter “can aver that it endangered the learned gentleman’s ribs,” or can respectfully bear witness to “the soles of that gentleman’s boots having been visible above the railing,” has perhaps more consolations attached to it."
7022,51,CHAPTER LI.,"Mr. Brooke re-entered the committee-room, saying, as carelessly as he could, “This is a little too bad, you know."
7023,51,CHAPTER LI.,I should have got the ear of the people by-and-by—but they didn’t give me time.
7024,51,CHAPTER LI.,"I should have gone into the Bill by-and-by, you know,” he added, glancing at Ladislaw."
7025,51,CHAPTER LI.,"“However, things will come all right at the nomination.”  But it was not resolved unanimously that things would come right; on the contrary, the committee looked rather grim, and the political personage from Brassing was writing busily, as if he were brewing new devices."
7026,51,CHAPTER LI.,"“It was Bowyer who did it,” said Mr. Standish, evasively."
7027,51,CHAPTER LI.,“I know it as well as if he had been advertised.
7028,51,CHAPTER LI.,"He’s uncommonly good at ventriloquism, and he did it uncommonly well, by God!"
7029,51,CHAPTER LI.,"Hawley has been having him to dinner lately: there’s a fund of talent in Bowyer.”  “Well, you know, you never mentioned him to me, Standish, else I would have invited him to dine,” said poor Mr. Brooke, who had gone through a great deal of inviting for the good of his country."
7030,51,CHAPTER LI.,"“There’s not a more paltry fellow in Middlemarch than Bowyer,” said Ladislaw, indignantly, “but it seems as if the paltry fellows were always to turn the scale.”  Will was thoroughly out of temper with himself as well as with his “principal,” and he went to shut himself in his rooms with a half-formed resolve to throw up the “Pioneer” and Mr. Brooke together."
7031,51,CHAPTER LI.,Why should he stay?
7032,51,CHAPTER LI.,"If the impassable gulf between himself and Dorothea were ever to be filled up, it must rather be by his going away and getting into a thoroughly different position than by staying here and slipping into deserved contempt as an understrapper of Brooke’s."
7033,51,CHAPTER LI.,"Then came the young dream of wonders that he might do—in five years, for example: political writing, political speaking, would get a higher value now public life was going to be wider and more national, and they might give him such distinction that he would not seem to be asking Dorothea to step down to him."
7034,51,CHAPTER LI.,"Five years:—if he could only be sure that she cared for him more than for others; if he could only make her aware that he stood aloof until he could tell his love without lowering himself—then he could go away easily, and begin a career which at five-and-twenty seemed probable enough in the inward order of things, where talent brings fame, and fame everything else which is delightful."
7035,51,CHAPTER LI.,"He could speak and he could write; he could master any subject if he chose, and he meant always to take the side of reason and justice, on which he would carry all his ardor."
7036,51,CHAPTER LI.,"Why should he not one day be lifted above the shoulders of the crowd, and feel that he had won that eminence well?"
7037,51,CHAPTER LI.,"Without doubt he would leave Middlemarch, go to town, and make himself fit for celebrity by “eating his dinners.”  But not immediately: not until some kind of sign had passed between him and Dorothea."
7038,51,CHAPTER LI.,"He could not be satisfied until she knew why, even if he were the man she would choose to marry, he would not marry her."
7039,51,CHAPTER LI.,Hence he must keep his post and bear with Mr. Brooke a little longer.
7040,51,CHAPTER LI.,But he soon had reason to suspect that Mr. Brooke had anticipated him in the wish to break up their connection.
7041,51,CHAPTER LI.,"Deputations without and voices within had concurred in inducing that philanthropist to take a stronger measure than usual for the good of mankind; namely, to withdraw in favor of another candidate, to whom he left the advantages of his canvassing machinery."
7042,51,CHAPTER LI.,"He himself called this a strong measure, but observed that his health was less capable of sustaining excitement than he had imagined."
7043,51,CHAPTER LI.,"“I have felt uneasy about the chest—it won’t do to carry that too far,” he said to Ladislaw in explaining the affair."
7044,51,CHAPTER LI.,“I must pull up.
7045,51,CHAPTER LI.,"Poor Casaubon was a warning, you know."
7046,51,CHAPTER LI.,"I’ve made some heavy advances, but I’ve dug a channel."
7047,51,CHAPTER LI.,"It’s rather coarse work—this electioneering, eh, Ladislaw?"
7048,51,CHAPTER LI.,dare say you are tired of it.
7049,51,CHAPTER LI.,"However, we have dug a channel with the ‘Pioneer’—put things in a track, and so on."
7050,51,CHAPTER LI.,"A more ordinary man than you might carry it on now—more ordinary, you know.”  “Do you wish me to give it up?” said Will, the quick color coming in his face, as he rose from the writing-table, and took a turn of three steps with his hands in his pockets."
7051,51,CHAPTER LI.,"“I am ready to do so whenever you wish it.”  “As to wishing, my dear Ladislaw, I have the highest opinion of your powers, you know."
7052,51,CHAPTER LI.,"But about the ‘Pioneer,’ I have been consulting a little with some of the men on our side, and they are inclined to take it into their hands—indemnify me to a certain extent—carry it on, in fact."
7053,51,CHAPTER LI.,"And under the circumstances, you might like to give up—might find a better field."
7054,51,CHAPTER LI.,"These people might not take that high view of you which I have always taken, as an alter ego, a right hand—though I always looked forward to your doing something else."
7055,51,CHAPTER LI.,I think of having a run into France.
7056,51,CHAPTER LI.,"But I’ll write you any letters, you know—to Althorpe and people of that kind."
7057,51,CHAPTER LI.,"I’ve met Althorpe.”  “I am exceedingly obliged to you,” said Ladislaw, proudly."
7058,51,CHAPTER LI.,"“Since you are going to part with the ‘Pioneer,’ I need not trouble you about the steps I shall take."
7059,51,CHAPTER LI.,"I may choose to continue here for the present.”  After Mr. Brooke had left him Will said to himself, “The rest of the family have been urging him to get rid of me, and he doesn’t care now about my going."
7060,51,CHAPTER LI.,I shall stay as long as I like.
7061,51,CHAPTER LI.,I shall go of my own movements and not because they are afraid of me.”
7062,52,CHAPTER LII., “His heart The lowliest duties on itself did lay.” —WORDSWORTH.
7063,52,CHAPTER LII.,"On that June evening when Mr. Farebrother knew that he was to have the Lowick living, there was joy in the old fashioned parlor, and even the portraits of the great lawyers seemed to look on with satisfaction."
7064,52,CHAPTER LII.,"His mother left her tea and toast untouched, but sat with her usual pretty primness, only showing her emotion by that flush in the cheeks and brightness in the eyes which give an old woman a touching momentary identity with her far-off youthful self, and saying decisively—  “The greatest comfort, Camden, is that you have deserved it.”  “When a man gets a good berth, mother, half the deserving must come after,” said the son, brimful of pleasure, and not trying to conceal it."
7065,52,CHAPTER LII.,"The gladness in his face was of that active kind which seems to have energy enough not only to flash outwardly, but to light up busy vision within: one seemed to see thoughts, as well as delight, in his glances."
7066,52,CHAPTER LII.,"“Now, aunt,” he went on, rubbing his hands and looking at Miss Noble, who was making tender little beaver-like noises, “There shall be sugar-candy always on the table for you to steal and give to the children, and you shall have a great many new stockings to make presents of, and you shall darn your own more than ever!”  Miss Noble nodded at her nephew with a subdued half-frightened laugh, conscious of having already dropped an additional lump of sugar into her basket on the strength of the new preferment."
7067,52,CHAPTER LII.,"“As for you, Winny”—the Vicar went on—“I shall make no difficulty about your marrying any Lowick bachelor—Mr."
7068,52,CHAPTER LII.,"Solomon Featherstone, for example, as soon as I find you are in love with him.”  Miss Winifred, who had been looking at her brother all the while and crying heartily, which was her way of rejoicing, smiled through her tears and said, “You must set me the example, Cam: you must marry now.”  “With all my heart."
7069,52,CHAPTER LII.,But who is in love with me?
7070,52,CHAPTER LII.,"I am a seedy old fellow,” said the Vicar, rising, pushing his chair away and looking down at himself."
7071,52,CHAPTER LII.,"“What do you say, mother?”  “You are a handsome man, Camden: though not so fine a figure of a man as your father,” said the old lady."
7072,52,CHAPTER LII.,"“I wish you would marry Miss Garth, brother,” said Miss Winifred."
7073,52,CHAPTER LII.,“She would make us so lively at Lowick.”  “Very fine!
7074,52,CHAPTER LII.,"You talk as if young women were tied up to be chosen, like poultry at market; as if I had only to ask and everybody would have me,” said the Vicar, not caring to specify."
7075,52,CHAPTER LII.,"“We don’t want everybody,” said Miss Winifred."
7076,52,CHAPTER LII.,"“But you would like Miss Garth, mother, shouldn’t you?”  “My son’s choice shall be mine,” said Mrs. Farebrother, with majestic discretion, “and a wife would be most welcome, Camden."
7077,52,CHAPTER LII.,"You will want your whist at home when we go to Lowick, and Henrietta Noble never was a whist-player.” (Mrs. Farebrother always called her tiny old sister by that magnificent name.)"
7078,52,CHAPTER LII.,"“I shall do without whist now, mother.”  “Why so, Camden?"
7079,52,CHAPTER LII.,"In my time whist was thought an undeniable amusement for a good churchman,” said Mrs. Farebrother, innocent of the meaning that whist had for her son, and speaking rather sharply, as at some dangerous countenancing of new doctrine."
7080,52,CHAPTER LII.,"“I shall be too busy for whist; I shall have two parishes,” said the Vicar, preferring not to discuss the virtues of that game."
7081,52,CHAPTER LII.,"He had already said to Dorothea, “I don’t feel bound to give up St. Botolph’s."
7082,52,CHAPTER LII.,It is protest enough against the pluralism they want to reform if I give somebody else most of the money.
7083,52,CHAPTER LII.,"The stronger thing is not to give up power, but to use it well.”  “I have thought of that,” said Dorothea."
7084,52,CHAPTER LII.,"“So far as self is concerned, I think it would be easier to give up power and money than to keep them."
7085,52,CHAPTER LII.,"It seems very unfitting that I should have this patronage, yet I felt that I ought not to let it be used by some one else instead of me.”  “It is I who am bound to act so that you will not regret your power,” said Mr. Farebrother."
7086,52,CHAPTER LII.,His was one of the natures in which conscience gets the more active when the yoke of life ceases to gall them.
7087,52,CHAPTER LII.,"He made no display of humility on the subject, but in his heart he felt rather ashamed that his conduct had shown laches which others who did not get benefices were free from."
7088,52,CHAPTER LII.,"“I used often to wish I had been something else than a clergyman,” he said to Lydgate, “but perhaps it will be better to try and make as good a clergyman out of myself as I can."
7089,52,CHAPTER LII.,"That is the well-beneficed point of view, you perceive, from which difficulties are much simplified,” he ended, smiling."
7090,52,CHAPTER LII.,The Vicar did feel then as if his share of duties would be easy.
7091,52,CHAPTER LII.,"But Duty has a trick of behaving unexpectedly—something like a heavy friend whom we have amiably asked to visit us, and who breaks his leg within our gates."
7092,52,CHAPTER LII.,"Hardly a week later, Duty presented itself in his study under the disguise of Fred Vincy, now returned from Omnibus College with his bachelor’s degree."
7093,52,CHAPTER LII.,"“I am ashamed to trouble you, Mr. Farebrother,” said Fred, whose fair open face was propitiating, “but you are the only friend I can consult."
7094,52,CHAPTER LII.,"I told you everything once before, and you were so good that I can’t help coming to you again.”  “Sit down, Fred, I’m ready to hear and do anything I can,” said the Vicar, who was busy packing some small objects for removal, and went on with his work."
7095,52,CHAPTER LII.,"“I wanted to tell you—” Fred hesitated an instant and then went on plungingly, “I might go into the Church now; and really, look where I may, I can’t see anything else to do."
7096,52,CHAPTER LII.,"I don’t like it, but I know it’s uncommonly hard on my father to say so, after he has spent a good deal of money in educating me for it.” Fred paused again an instant, and then repeated, “and I can’t see anything else to do.”  “I did talk to your father about it, Fred, but I made little way with him."
7097,52,CHAPTER LII.,He said it was too late.
7098,52,CHAPTER LII.,But you have got over one bridge now: what are your other difficulties?”  “Merely that I don’t like it.
7099,52,CHAPTER LII.,"I don’t like divinity, and preaching, and feeling obliged to look serious."
7100,52,CHAPTER LII.,"I like riding across country, and doing as other men do."
7101,52,CHAPTER LII.,I don’t mean that I want to be a bad fellow in any way; but I’ve no taste for the sort of thing people expect of a clergyman.
7102,52,CHAPTER LII.,And yet what else am I to do?
7103,52,CHAPTER LII.,"My father can’t spare me any capital, else I might go into farming."
7104,52,CHAPTER LII.,And he has no room for me in his trade.
7105,52,CHAPTER LII.,"And of course I can’t begin to study for law or physic now, when my father wants me to earn something."
7106,52,CHAPTER LII.,"It’s all very well to say I’m wrong to go into the Church; but those who say so might as well tell me to go into the backwoods.”  Fred’s voice had taken a tone of grumbling remonstrance, and Mr. Farebrother might have been inclined to smile if his mind had not been too busy in imagining more than Fred told him."
7107,52,CHAPTER LII.,"“Have you any difficulties about doctrines—about the Articles?” he said, trying hard to think of the question simply for Fred’s sake."
7108,52,CHAPTER LII.,“No; I suppose the Articles are right.
7109,52,CHAPTER LII.,"I am not prepared with any arguments to disprove them, and much better, cleverer fellows than I am go in for them entirely."
7110,52,CHAPTER LII.,"I think it would be rather ridiculous in me to urge scruples of that sort, as if I were a judge,” said Fred, quite simply."
7111,52,CHAPTER LII.,"“I suppose, then, it has occurred to you that you might be a fair parish priest without being much of a divine?”  “Of course, if I am obliged to be a clergyman, I shall try and do my duty, though I mayn’t like it."
7112,52,CHAPTER LII.,Do you think any body ought to blame me?”  “For going into the Church under the circumstances?
7113,52,CHAPTER LII.,"That depends on your conscience, Fred—how far you have counted the cost, and seen what your position will require of you."
7114,52,CHAPTER LII.,"I can only tell you about myself, that I have always been too lax, and have been uneasy in consequence.”  “But there is another hindrance,” said Fred, coloring."
7115,52,CHAPTER LII.,"“I did not tell you before, though perhaps I may have said things that made you guess it."
7116,52,CHAPTER LII.,"There is somebody I am very fond of: I have loved her ever since we were children.”  “Miss Garth, I suppose?” said the Vicar, examining some labels very closely."
7117,52,CHAPTER LII.,“Yes.
7118,52,CHAPTER LII.,I shouldn’t mind anything if she would have me.
7119,52,CHAPTER LII.,And I know I could be a good fellow then.”  “And you think she returns the feeling?”  “She never will say so; and a good while ago she made me promise not to speak to her about it again.
7120,52,CHAPTER LII.,And she has set her mind especially against my being a clergyman; I know that.
7121,52,CHAPTER LII.,But I can’t give her up.
7122,52,CHAPTER LII.,I do think she cares about me.
7123,52,CHAPTER LII.,"I saw Mrs. Garth last night, and she said that Mary was staying at Lowick Rectory with Miss Farebrother.”  “Yes, she is very kindly helping my sister."
7124,52,CHAPTER LII.,"Do you wish to go there?”  “No, I want to ask a great favor of you."
7125,52,CHAPTER LII.,"I am ashamed to bother you in this way; but Mary might listen to what you said, if you mentioned the subject to her—I mean about my going into the Church.”  “That is rather a delicate task, my dear Fred."
7126,52,CHAPTER LII.,"I shall have to presuppose your attachment to her; and to enter on the subject as you wish me to do, will be asking her to tell me whether she returns it.”  “That is what I want her to tell you,” said Fred, bluntly."
7127,52,CHAPTER LII.,"“I don’t know what to do, unless I can get at her feeling.”  “You mean that you would be guided by that as to your going into the Church?”  “If Mary said she would never have me I might as well go wrong in one way as another.”  “That is nonsense, Fred."
7128,52,CHAPTER LII.,"Men outlive their love, but they don’t outlive the consequences of their recklessness.”  “Not my sort of love: I have never been without loving Mary."
7129,52,CHAPTER LII.,"If I had to give her up, it would be like beginning to live on wooden legs.”  “Will she not be hurt at my intrusion?”  “No, I feel sure she will not."
7130,52,CHAPTER LII.,"She respects you more than any one, and she would not put you off with fun as she does me."
7131,52,CHAPTER LII.,"Of course I could not have told any one else, or asked any one else to speak to her, but you."
7132,52,CHAPTER LII.,"There is no one else who could be such a friend to both of us.” Fred paused a moment, and then said, rather complainingly, “And she ought to acknowledge that I have worked in order to pass."
7133,52,CHAPTER LII.,"She ought to believe that I would exert myself for her sake.”  There was a moment’s silence before Mr. Farebrother laid down his work, and putting out his hand to Fred said—  “Very well, my boy."
7134,52,CHAPTER LII.,I will do what you wish.”  That very day Mr. Farebrother went to Lowick parsonage on the nag which he had just set up.
7135,52,CHAPTER LII.,"“Decidedly I am an old stalk,” he thought, “the young growths are pushing me aside.”  He found Mary in the garden gathering roses and sprinkling the petals on a sheet."
7136,52,CHAPTER LII.,"The sun was low, and tall trees sent their shadows across the grassy walks where Mary was moving without bonnet or parasol."
7137,52,CHAPTER LII.,"She did not observe Mr. Farebrother’s approach along the grass, and had just stooped down to lecture a small black-and-tan terrier, which would persist in walking on the sheet and smelling at the rose-leaves as Mary sprinkled them."
7138,52,CHAPTER LII.,"She took his fore-paws in one hand, and lifted up the forefinger of the other, while the dog wrinkled his brows and looked embarrassed."
7139,52,CHAPTER LII.,"“Fly, Fly, I am ashamed of you,” Mary was saying in a grave contralto."
7140,52,CHAPTER LII.,"“This is not becoming in a sensible dog; anybody would think you were a silly young gentleman.”  “You are unmerciful to young gentlemen, Miss Garth,” said the Vicar, within two yards of her."
7141,52,CHAPTER LII.,Mary started up and blushed.
7142,52,CHAPTER LII.,"“It always answers to reason with Fly,” she said, laughingly."
7143,52,CHAPTER LII.,"“But not with young gentlemen?”  “Oh, with some, I suppose; since some of them turn into excellent men.”  “I am glad of that admission, because I want at this very moment to interest you in a young gentleman.”  “Not a silly one, I hope,” said Mary, beginning to pluck the roses again, and feeling her heart beat uncomfortably."
7144,52,CHAPTER LII.,"“No; though perhaps wisdom is not his strong point, but rather affection and sincerity."
7145,52,CHAPTER LII.,"However, wisdom lies more in those two qualities than people are apt to imagine."
7146,52,CHAPTER LII.,"I hope you know by those marks what young gentleman I mean.”  “Yes, I think I do,” said Mary, bravely, her face getting more serious, and her hands cold; “it must be Fred Vincy.”  “He has asked me to consult you about his going into the Church."
7147,52,CHAPTER LII.,"I hope you will not think that I consented to take a liberty in promising to do so.”  “On the contrary, Mr. Farebrother,” said Mary, giving up the roses, and folding her arms, but unable to look up, “whenever you have anything to say to me I feel honored.”  “But before I enter on that question, let me just touch a point on which your father took me into confidence; by the way, it was that very evening on which I once before fulfilled a mission from Fred, just after he had gone to college."
7148,52,CHAPTER LII.,"Mr. Garth told me what happened on the night of Featherstone’s death—how you refused to burn the will; and he said that you had some heart-prickings on that subject, because you had been the innocent means of hindering Fred from getting his ten thousand pounds."
7149,52,CHAPTER LII.,"I have kept that in mind, and I have heard something that may relieve you on that score—may show you that no sin-offering is demanded from you there.”  Mr. Farebrother paused a moment and looked at Mary."
7150,52,CHAPTER LII.,"He meant to give Fred his full advantage, but it would be well, he thought, to clear her mind of any superstitions, such as women sometimes follow when they do a man the wrong of marrying him as an act of atonement."
7151,52,CHAPTER LII.,"Mary’s cheeks had begun to burn a little, and she was mute."
7152,52,CHAPTER LII.,"“I mean, that your action made no real difference to Fred’s lot."
7153,52,CHAPTER LII.,"I find that the first will would not have been legally good after the burning of the last; it would not have stood if it had been disputed, and you may be sure it would have been disputed."
7154,52,CHAPTER LII.,"So, on that score, you may feel your mind free.”  “Thank you, Mr. Farebrother,” said Mary, earnestly."
7155,52,CHAPTER LII.,"“I am grateful to you for remembering my feelings.”  “Well, now I may go on."
7156,52,CHAPTER LII.,"Fred, you know, has taken his degree."
7157,52,CHAPTER LII.,"He has worked his way so far, and now the question is, what is he to do?"
7158,52,CHAPTER LII.,"That question is so difficult that he is inclined to follow his father’s wishes and enter the Church, though you know better than I do that he was quite set against that formerly."
7159,52,CHAPTER LII.,"I have questioned him on the subject, and I confess I see no insuperable objection to his being a clergyman, as things go."
7160,52,CHAPTER LII.,"He says that he could turn his mind to doing his best in that vocation, on one condition."
7161,52,CHAPTER LII.,If that condition were fulfilled I would do my utmost in helping Fred on.
7162,52,CHAPTER LII.,"After a time—not, of course, at first—he might be with me as my curate, and he would have so much to do that his stipend would be nearly what I used to get as vicar."
7163,52,CHAPTER LII.,But I repeat that there is a condition without which all this good cannot come to pass.
7164,52,CHAPTER LII.,"He has opened his heart to me, Miss Garth, and asked me to plead for him."
7165,52,CHAPTER LII.,"The condition lies entirely in your feeling.”  Mary looked so much moved, that he said after a moment, “Let us walk a little;” and when they were walking he added, “To speak quite plainly, Fred will not take any course which would lessen the chance that you would consent to be his wife; but with that prospect, he will try his best at anything you approve.”  “I cannot possibly say that I will ever be his wife, Mr. Farebrother: but I certainly never will be his wife if he becomes a clergyman."
7166,52,CHAPTER LII.,What you say is most generous and kind; I don’t mean for a moment to correct your judgment.
7167,52,CHAPTER LII.,"It is only that I have my girlish, mocking way of looking at things,” said Mary, with a returning sparkle of playfulness in her answer which only made its modesty more charming."
7168,52,CHAPTER LII.,"“He wishes me to report exactly what you think,” said Mr. Farebrother."
7169,52,CHAPTER LII.,"“I could not love a man who is ridiculous,” said Mary, not choosing to go deeper."
7170,52,CHAPTER LII.,"“Fred has sense and knowledge enough to make him respectable, if he likes, in some good worldly business, but I can never imagine him preaching and exhorting, and pronouncing blessings, and praying by the sick, without feeling as if I were looking at a caricature."
7171,52,CHAPTER LII.,"His being a clergyman would be only for gentility’s sake, and I think there is nothing more contemptible than such imbecile gentility."
7172,52,CHAPTER LII.,"I used to think that of Mr. Crowse, with his empty face and neat umbrella, and mincing little speeches."
7173,52,CHAPTER LII.,What right have such men to represent Christianity—as if it were an institution for getting up idiots genteelly—as if—” Mary checked herself.
7174,52,CHAPTER LII.,She had been carried along as if she had been speaking to Fred instead of Mr. Farebrother.
7175,52,CHAPTER LII.,"“Young women are severe: they don’t feel the stress of action as men do, though perhaps I ought to make you an exception there."
7176,52,CHAPTER LII.,"But you don’t put Fred Vincy on so low a level as that?”  “No, indeed, he has plenty of sense, but I think he would not show it as a clergyman."
7177,52,CHAPTER LII.,He would be a piece of professional affectation.”  “Then the answer is quite decided.
7178,52,CHAPTER LII.,As a clergyman he could have no hope?”  Mary shook her head.
7179,52,CHAPTER LII.,“But if he braved all the difficulties of getting his bread in some other way—will you give him the support of hope?
7180,52,CHAPTER LII.,"May he count on winning you?”  “I think Fred ought not to need telling again what I have already said to him,” Mary answered, with a slight resentment in her manner."
